CaseID;Activity;Timestamp;Party_Names;Area_of_Law;EurLex_Link;EurLex_Country;ECLI;Activity_Party;Activity_group;Case_Category
C-623/23;National decision following the preliminary ruling;2025-06-18;;;;ES;ECLI:ES:JSO:2025:1190;;National decisions;C
C-623/23;National decision following the preliminary ruling;2025-06-18;;;;ES;ECLI:ES:JSO:2025:1190;;National decisions;C
C-623/23;Judgment (OJ);2025-06-20;Melbán;Fundamental rights - Charter of Fundamental Rights Fundamental rights - Charter of Fundamental Rights Social policy Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0623;ES;;;Judgments;C
C-625/23;Request for a preliminary ruling;2023-10-12;Società Agricola Circe;Agriculture Agriculture General and final provisions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0625;IT;;;Requests;C
C-625/23;Application (OJ);2023-12-22;Società Agricola Circe;Agriculture Agriculture General and final provisions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0625;IT;;;Applications;C
C-625/23;Statement of case or written observations;2024-01-31;Società Agricola Circe;Agriculture Agriculture General and final provisions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0625;IT;;;Statements;C
C-625/23;Statement of case or written observations;2024-02-06;Società Agricola Circe;Agriculture Agriculture General and final provisions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0625;IT;;;Statements;C
C-625/23;Statement of case or written observations;2024-02-07;Società Agricola Circe;Agriculture Agriculture General and final provisions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0625;IT;;;Statements;C
C-625/23;Judgment;2025-02-13;Società Agricola Circe;Agriculture Agriculture General and final provisions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0625;IT;ECLI:EU:C:2025:86;;Judgments;C
C-625/23;Judgment (Summary);2025-02-13;Società Agricola Circe;Agriculture Agriculture General and final provisions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0625;IT;ECLI:EU:C:2025:86;;Judgments;C
C-625/23;Judgment (OJ);2025-03-21;Società Agricola Circe;Agriculture Agriculture General and final provisions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0625;IT;;;Judgments;C
C-625/24;Request for a preliminary ruling;2024-09-25;ClaimCompass;area of freedom, security and justice - Judicial cooperation in civil matters area of freedom, security and justice - Judicial cooperation in civil matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CO0625;;;;Requests;C
C-625/24;Application (OJ);2025-02-14;ClaimCompass;area of freedom, security and justice - Judicial cooperation in civil matters area of freedom, security and justice - Judicial cooperation in civil matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CO0625;;;;Applications;C
C-625/24;Order;2025-09-04;ClaimCompass;area of freedom, security and justice - Judicial cooperation in civil matters area of freedom, security and justice - Judicial cooperation in civil matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CO0625;;ECLI:EU:C:2025:683;;Orders;C
C-627/23;Request for a preliminary ruling;2023-10-13;Communes de Schaerbeek and de Linkebeek;Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of establishment Free movement of capital Internal market - Principles Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0627;FR;;;Requests;C
C-627/23;Application (OJ);2024-01-05;Communes de Schaerbeek and de Linkebeek;Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of establishment Free movement of capital Internal market - Principles Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0627;FR;;;Applications;C
C-627/23;Statement of case or written observations;2024-01-26;Communes de Schaerbeek and de Linkebeek;Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of establishment Free movement of capital Internal market - Principles Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0627;FR;;;Statements;C
C-627/23;Statement of case or written observations;2024-01-26;Communes de Schaerbeek and de Linkebeek;Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of establishment Free movement of capital Internal market - Principles Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0627;FR;;;Statements;C
C-627/23;Statement of case or written observations;2024-02-12;Communes de Schaerbeek and de Linkebeek;Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of establishment Free movement of capital Internal market - Principles Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0627;FR;;;Statements;C
C-627/23;Opinion;2024-09-05;Communes de Schaerbeek and de Linkebeek;Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of establishment Free movement of capital Internal market - Principles Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CC0627;FR;ECLI:EU:C:2024:692;;Opinions;C
C-627/23;Judgment;2025-01-09;Communes de Schaerbeek and de Linkebeek;Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of establishment Free movement of capital Internal market - Principles Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0627;FR;ECLI:EU:C:2025:9;;Judgments;C
C-627/23;Judgment (Summary);2025-01-09;Communes de Schaerbeek and de Linkebeek;Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of establishment Free movement of capital Internal market - Principles Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0627;FR;ECLI:EU:C:2025:9;;Judgments;C
C-627/23;Judgment (OJ);2025-02-14;Communes de Schaerbeek and de Linkebeek;Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of establishment Free movement of capital Internal market - Principles Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0627;FR;;;Judgments;C
C-628/24 P;Application (OJ);2025-01-17;Communauté d’Agglomération du Boulonnais v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0628;;;;Applications;C
C-628/24 P;Judgment;2025-07-03;Communauté d’Agglomération du Boulonnais v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0628;;ECLI:EU:C:2025:524;;Judgments;C
C-628/24 P;Judgment (OJ);2025-08-25;Communauté d’Agglomération du Boulonnais v Commission;Competition - State aid Competition - State aid;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0628;;;;Judgments;C
C-629/23;Request for a preliminary ruling;2023-10-16;Eesti Suurkiskjad;Environment Environment;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0629;ET;;;Requests;C
C-629/23;Application (OJ);2023-12-01;Eesti Suurkiskjad;Environment Environment;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0629;ET;;;Applications;C
C-629/23;Opinion;2024-12-12;Eesti Suurkiskjad;Environment Environment;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CC0629;ET;ECLI:EU:C:2024:1029;;Opinions;C
C-629/23;Judgment;2025-06-12;Eesti Suurkiskjad;Environment Environment;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0629;ET;ECLI:EU:C:2025:429;;Judgments;C
C-629/23;Abstract;2025-06-12;Eesti Suurkiskjad;Environment Environment;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0629;ET;ECLI:EU:C:2025:429;;Abstracts;C
C-629/23;Judgment (OJ);2025-08-04;Eesti Suurkiskjad;Environment Environment;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0629;ET;;;Judgments;C
C-63/24;Request for a preliminary ruling;2024-01-26;Galte;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0063;LT;;;Requests;C
C-63/24;Application (OJ);2024-04-26;Galte;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0063;LT;;;Applications;C
C-63/24;Statement of case or written observations;2024-05-28;Galte;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0063;LT;;;Statements;C
C-63/24;Statement of case or written observations;2024-05-29;Galte;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0063;LT;;;Statements;C
C-63/24;Statement of case or written observations;2024-06-03;Galte;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0063;LT;;;Statements;C
C-63/24;Statement of case or written observations;2024-06-03;Galte;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0063;LT;;;Statements;C
C-63/24;Statement of case or written observations;2024-06-05;Galte;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0063;LT;;;Statements;C
C-63/24;Statement of case or written observations;2024-06-06;Galte;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0063;LT;;;Statements;C
C-63/24;Judgment;2025-04-30;Galte;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0063;LT;ECLI:EU:C:2025:292;;Judgments;C
C-63/24;Abstract;2025-04-30;Galte;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0063;LT;ECLI:EU:C:2025:292;;Abstracts;C
C-63/24;Judgment (OJ);2025-06-06;Galte;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0063;LT;;;Judgments;C
C-630/23;Request for a preliminary ruling;2023-10-17;AxFina Hungary (Subsistance du contrat);Approximation of laws Approximation of laws Consumer protection;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0630;HU;;;Requests;C
C-630/23;Application (OJ);2023-12-22;AxFina Hungary (Subsistance du contrat);Approximation of laws Approximation of laws Consumer protection;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0630;HU;;;Applications;C
C-630/23;Statement of case or written observations;2024-02-09;AxFina Hungary (Subsistance du contrat);Approximation of laws Approximation of laws Consumer protection;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0630;HU;;;Statements;C
C-630/23;Statement of case or written observations;2024-02-16;AxFina Hungary (Subsistance du contrat);Approximation of laws Approximation of laws Consumer protection;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0630;HU;;;Statements;C
C-630/23;Statement of case or written observations;2024-02-19;AxFina Hungary (Subsistance du contrat);Approximation of laws Approximation of laws Consumer protection;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0630;HU;;;Statements;C
C-630/23;Statement of case or written observations;2024-02-22;AxFina Hungary (Subsistance du contrat);Approximation of laws Approximation of laws Consumer protection;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0630;HU;;;Statements;C
C-630/23;Order;2025-03-14;AxFina Hungary (Subsistance du contrat);Approximation of laws Approximation of laws Consumer protection;;HU;ECLI:EU:C:2025:191;;Orders;C
C-630/23;Judgment;2025-04-30;AxFina Hungary (Subsistance du contrat);Approximation of laws Approximation of laws Consumer protection;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0630;HU;ECLI:EU:C:2025:302;;Judgments;C
C-630/23;Judgment (OJ);2025-06-06;AxFina Hungary (Subsistance du contrat);Approximation of laws Approximation of laws Consumer protection;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0630;HU;;;Judgments;C
C-630/23;Order;2025-07-08;AxFina Hungary (Subsistance du contrat);Approximation of laws Approximation of laws Consumer protection;;HU;ECLI:EU:C:2025:573;;Orders;C
C-635/23;Request for a preliminary ruling;2023-10-23;WBS GmbH;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0635;DE;;;Requests;C
C-635/23;Application (OJ);2024-01-12;WBS GmbH;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0635;DE;;;Applications;C
C-635/23;Opinion;2025-02-13;WBS GmbH;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CC0635;DE;ECLI:EU:C:2025:95;;Opinions;C
C-635/23;Judgment;2025-07-10;WBS GmbH;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0635;DE;ECLI:EU:C:2025:546;;Judgments;C
C-635/23;Judgment (OJ);2025-09-08;WBS GmbH;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0635;DE;;;Judgments;C
C-636/23;Request for a preliminary ruling;2023-10-24;Al Hoceima;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy Fundamental rights - Charter of Fundamental Rights;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0636;FR;;;Requests;C
C-636/23;Request for a preliminary ruling - Corrigendum;2023-12-04;Al Hoceima;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy Fundamental rights - Charter of Fundamental Rights;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0636;FR;;;Requests;C
C-636/23;Application (OJ);2024-02-02;Al Hoceima;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy Fundamental rights - Charter of Fundamental Rights;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0636;FR;;;Applications;C
C-636/23;Opinion;2025-01-30;Al Hoceima;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy Fundamental rights - Charter of Fundamental Rights;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CC0636;FR;ECLI:EU:C:2025:51;;Opinions;C
C-636/23;Judgment;2025-08-01;Al Hoceima;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy Fundamental rights - Charter of Fundamental Rights;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0636;FR;ECLI:EU:C:2025:603;;Judgments;C
C-636/23;Judgment (OJ);2025-09-29;Al Hoceima;area of freedom, security and justice - Borders, asylum and immigration - asylum policy area of freedom, security and justice - Borders, asylum and immigration - asylum policy Fundamental rights - Charter of Fundamental Rights;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0636;FR;;;Judgments;C
C-638/23;Request for a preliminary ruling;2023-10-24;Amt der Tiroler Landesregierung;Principles of Union law Principles of Union law Principles of Union law - Protection of personal data;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0638;DE;;;Requests;C
C-638/23;Application (OJ);2024-01-05;Amt der Tiroler Landesregierung;Principles of Union law Principles of Union law Principles of Union law - Protection of personal data;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0638;DE;;;Applications;C
C-638/23;Judgment;2025-02-27;Amt der Tiroler Landesregierung;Principles of Union law Principles of Union law Principles of Union law - Protection of personal data;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0638;DE;ECLI:EU:C:2025:127;;Judgments;C
C-638/23;Judgment (Summary);2025-02-27;Amt der Tiroler Landesregierung;Principles of Union law Principles of Union law Principles of Union law - Protection of personal data;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0638;DE;ECLI:EU:C:2025:127;;Judgments;C
C-638/23;Judgment (OJ);2025-04-04;Amt der Tiroler Landesregierung;Principles of Union law Principles of Union law Principles of Union law - Protection of personal data;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0638;DE;;;Judgments;C
C-640/23;Request for a preliminary ruling;2023-10-25;Greentech;Taxation - Value added tax Taxation - Value added tax;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0640;RO;;;Requests;C
C-640/23;Application (OJ);2024-01-12;Greentech;Taxation - Value added tax Taxation - Value added tax;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0640;RO;;;Applications;C
C-640/23;Statement of case or written observations;2024-02-06;Greentech;Taxation - Value added tax Taxation - Value added tax;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0640;RO;;;Statements;C
C-640/23;Statement of case or written observations;2024-02-15;Greentech;Taxation - Value added tax Taxation - Value added tax;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0640;RO;;;Statements;C
C-640/23;Statement of case or written observations;2024-02-21;Greentech;Taxation - Value added tax Taxation - Value added tax;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0640;RO;;;Statements;C
C-640/23;Judgment;2025-03-13;Greentech;Taxation - Value added tax Taxation - Value added tax;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0640;RO;ECLI:EU:C:2025:175;;Judgments;C
C-640/23;Judgment (Summary);2025-03-13;Greentech;Taxation - Value added tax Taxation - Value added tax;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0640;RO;ECLI:EU:C:2025:175;;Judgments;C
C-640/23;Judgment (OJ);2025-04-25;Greentech;Taxation - Value added tax Taxation - Value added tax;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0640;RO;;;Judgments;C
C-642/23;Request for a preliminary ruling;2023-10-26;Flightright (Compte de fidélité);Transport Transport;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0642;DE;;;Requests;C
C-642/23;Statement of case or written observations;2023-10-26;Flightright (Compte de fidélité);Transport Transport;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0642;DE;;;Statements;C
C-642/23;Application (OJ);2024-01-12;Flightright (Compte de fidélité);Transport Transport;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0642;DE;;;Applications;C
C-642/23;Statement of case or written observations;2024-02-21;Flightright (Compte de fidélité);Transport Transport;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0642;DE;;;Statements;C
C-642/23;Statement of case or written observations;2024-03-15;Flightright (Compte de fidélité);Transport Transport;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0642;DE;;;Statements;C
C-642/23;Judgment;2025-01-16;Flightright (Compte de fidélité);Transport Transport;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0642;DE;ECLI:EU:C:2025:12;;Judgments;C
C-642/23;Judgment (Summary);2025-01-16;Flightright (Compte de fidélité);Transport Transport;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0642;DE;ECLI:EU:C:2025:12;;Judgments;C
C-642/23;Judgment (OJ);2025-02-21;Flightright (Compte de fidélité);Transport Transport;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0642;DE;;;Judgments;C
C-644/23;Request for a preliminary ruling;2023-10-26;Stangalov;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0644;BG;;;Requests;C
C-644/23;Application (OJ);2023-12-15;Stangalov;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0644;BG;;;Applications;C
C-644/23;Statement of case or written observations;2024-02-23;Stangalov;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0644;BG;;;Statements;C
C-644/23;Judgment;2025-01-16;Stangalov;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0644;BG;ECLI:EU:C:2025:16;;Judgments;C
C-644/23;Judgment (Summary);2025-01-16;Stangalov;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0644;BG;ECLI:EU:C:2025:16;;Judgments;C
C-644/23;Judgment (OJ);2025-02-21;Stangalov;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0644;BG;;;Judgments;C
C-645/23;Request for a preliminary ruling;2023-10-26;Hera Comm;Approximation of laws Approximation of laws Principles of Union law Taxation;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0645;IT;;;Requests;C
C-645/23;Application (OJ);2024-01-19;Hera Comm;Approximation of laws Approximation of laws Principles of Union law Taxation;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0645;IT;;;Applications;C
C-645/23;Judgment;2025-06-19;Hera Comm;Approximation of laws Approximation of laws Principles of Union law Taxation;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0645;IT;ECLI:EU:C:2025:454;;Judgments;C
C-645/23;Judgment (OJ);2025-08-11;Hera Comm;Approximation of laws Approximation of laws Principles of Union law Taxation;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0645;IT;;;Judgments;C
C-646/23;Request for a preliminary ruling;2023-10-27;Lita;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters Fundamental rights - Charter of Fundamental Rights Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0646;PL;;;Requests;C
C-646/23;Application (OJ);2024-01-19;Lita;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters Fundamental rights - Charter of Fundamental Rights Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0646;PL;;;Applications;C
C-646/23;Order;2024-01-30;Lita;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters Fundamental rights - Charter of Fundamental Rights Principles of Union law;;PL;ECLI:EU:C:2024:107;;Orders;C
C-646/23;Judgment;2025-07-03;Lita;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters Fundamental rights - Charter of Fundamental Rights Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0646;PL;ECLI:EU:C:2025:519;;Judgments;C
C-646/23;Abstract;2025-07-03;Lita;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters Fundamental rights - Charter of Fundamental Rights Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0646;PL;ECLI:EU:C:2025:519;;Abstracts;C
C-646/23;Judgment (OJ);2025-08-25;Lita;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters Fundamental rights - Charter of Fundamental Rights Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0646;PL;;;Judgments;C
C-646/23;Order;2025-09-11;Lita;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters Fundamental rights - Charter of Fundamental Rights Principles of Union law;;PL;ECLI:EU:C:2025:737;;Orders;C
C-647/21;Request for a preliminary ruling;2021-10-25;D. K. (Dessaisissement d’un juge);Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021CJ0647;PL;;;Requests;C
C-647/21;Application (OJ);2022-01-28;D. K. (Dessaisissement d’un juge);Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021CJ0647;PL;;;Applications;C
C-647/21;Statement of case or written observations;2022-02-03;D. K. (Dessaisissement d’un juge);Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021CJ0647;PL;;;Statements;C
C-647/21;Statement of case or written observations;2022-02-04;D. K. (Dessaisissement d’un juge);Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021CJ0647;PL;;;Statements;C
C-647/21;Statement of case or written observations;2022-02-08;D. K. (Dessaisissement d’un juge);Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021CJ0647;PL;;;Statements;C
C-647/21;Statement of case or written observations;2022-02-11;D. K. (Dessaisissement d’un juge);Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021CJ0647;PL;;;Statements;C
C-647/21;Statement of case or written observations;2022-02-15;D. K. (Dessaisissement d’un juge);Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021CJ0647;PL;;;Statements;C
C-647/21;Statement of case or written observations;2022-02-16;D. K. (Dessaisissement d’un juge);Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021CJ0647;PL;;;Statements;C
C-647/21;Opinion;2024-04-11;D. K. (Dessaisissement d’un juge);Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021CC0647;PL;ECLI:EU:C:2024:308;;Opinions;C
C-647/21;Judgment;2025-03-06;D. K. (Dessaisissement d’un juge);Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62021CJ0647;PL;ECLI:EU:C:2025:143;;Judgments;C
