CaseID;Activity;Timestamp;Party_Names;Area_of_Law;EurLex_Link;EurLex_Country;ECLI;Activity_Party;Activity_group;Case_Category
C-100/23 P;Application (OJ);2023-04-14;PNB Banka v ECB;Economic and monetary policy - European Central Bank (ECB) Economic and monetary policy - European Central Bank (ECB);https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0100;EN;;;Applications;C
C-100/23 P;Judgment;2025-08-01;PNB Banka v ECB;Economic and monetary policy - European Central Bank (ECB) Economic and monetary policy - European Central Bank (ECB);https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0100;EN;ECLI:EU:C:2025:610;;Judgments;C
C-100/23 P;Judgment (OJ);2025-09-29;PNB Banka v ECB;Economic and monetary policy - European Central Bank (ECB) Economic and monetary policy - European Central Bank (ECB);https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0100;EN;;;Judgments;C
C-100/24;Request for a preliminary ruling;2024-02-07;bonprix;Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of establishment Freedom to provide services Consumer protection Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0100;DE;;;Requests;C
C-100/24;Application (OJ);2024-05-03;bonprix;Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of establishment Freedom to provide services Consumer protection Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0100;DE;;;Applications;C
C-100/24;Judgment;2025-05-15;bonprix;Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of establishment Freedom to provide services Consumer protection Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0100;DE;ECLI:EU:C:2025:352;;Judgments;C
C-100/24;Judgment (OJ);2025-06-20;bonprix;Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of establishment Freedom to provide services Consumer protection Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0100;DE;;;Judgments;C
C-101/23 P;Application (OJ);2023-04-14;PNB Banka v ECB;Economic and monetary policy - European Central Bank (ECB) Economic and monetary policy - European Central Bank (ECB);https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0101;EN;;;Applications;C
C-101/23 P;Judgment;2025-08-01;PNB Banka v ECB;Economic and monetary policy - European Central Bank (ECB) Economic and monetary policy - European Central Bank (ECB);https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0101;EN;ECLI:EU:C:2025:613;;Judgments;C
C-101/23 P;Judgment (OJ);2025-09-29;PNB Banka v ECB;Economic and monetary policy - European Central Bank (ECB) Economic and monetary policy - European Central Bank (ECB);https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0101;EN;;;Judgments;C
C-102/23 P;Application (OJ);2023-04-14;PNB Banka v ECB;Economic and monetary policy - European Central Bank (ECB) Economic and monetary policy - European Central Bank (ECB);https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0102;EN;;;Applications;C
C-102/23 P;Judgment;2025-08-01;PNB Banka v ECB;Economic and monetary policy - European Central Bank (ECB) Economic and monetary policy - European Central Bank (ECB);https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0102;EN;ECLI:EU:C:2025:616;;Judgments;C
C-102/23 P;Judgment (OJ);2025-09-29;PNB Banka v ECB;Economic and monetary policy - European Central Bank (ECB) Economic and monetary policy - European Central Bank (ECB);https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0102;EN;;;Judgments;C
C-11/24 P;Order;2025-02-04;D’Agostino v ECB;Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CO0011;;ECLI:EU:C:2025:54;;Orders;C
C-11/24 P;Order (Information);2025-02-04;D’Agostino v ECB;Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CO0011;;ECLI:EU:C:2025:54;;Orders;C
C-11/24 P;Application (OJ);2025-05-02;D’Agostino v ECB;Law governing the institutions Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CO0011;;;;Applications;C
C-114/24 P;Application (OJ);2024-03-22;Glonatech v REA;Research and technological development and space Research and technological development and space;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0114;EN;;;Applications;C
C-114/24 P;Judgment;2025-07-03;Glonatech v REA;Research and technological development and space Research and technological development and space;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0114;EN;ECLI:EU:C:2025:520;;Judgments;C
C-114/24 P;Abstract;2025-07-03;Glonatech v REA;Research and technological development and space Research and technological development and space;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0114;EN;ECLI:EU:C:2025:520;;Abstracts;C
C-114/24 P;Judgment (OJ);2025-08-25;Glonatech v REA;Research and technological development and space Research and technological development and space;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0114;EN;;;Judgments;C
C-115/24;Request for a preliminary ruling;2024-02-13;Österreichische Zahnärztekammer;Public health Public health Freedom to provide services Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of movement for workers Approximation of laws System of property ownership;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0115;DE;;;Requests;C
C-115/24;Application (OJ);2024-04-12;Österreichische Zahnärztekammer;Public health Public health Freedom to provide services Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of movement for workers Approximation of laws System of property ownership;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0115;DE;;;Applications;C
C-115/24;Opinion;2025-05-08;Österreichische Zahnärztekammer;Public health Public health Freedom to provide services Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of movement for workers Approximation of laws System of property ownership;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CC0115;DE;ECLI:EU:C:2025:336;;Opinions;C
C-115/24;Judgment;2025-09-11;Österreichische Zahnärztekammer;Public health Public health Freedom to provide services Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of movement for workers Approximation of laws System of property ownership;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0115;DE;ECLI:EU:C:2025:694;;Judgments;C
C-115/24;Abstract;2025-09-11;Österreichische Zahnärztekammer;Public health Public health Freedom to provide services Freedom of movement for persons - Freedom of establishment Freedom of movement for persons - Freedom of movement for workers Approximation of laws System of property ownership;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0115;DE;ECLI:EU:C:2025:694;;Abstracts;C
C-116/24;Request for a preliminary ruling;2024-02-12;Porcellino Grasso;Agriculture Agriculture Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0116;RO;;;Requests;C
C-116/24;Application (OJ);2024-06-07;Porcellino Grasso;Agriculture Agriculture Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0116;RO;;;Applications;C
C-116/24;Statement of case or written observations;2024-07-05;Porcellino Grasso;Agriculture Agriculture Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0116;RO;;;Statements;C
C-116/24;Statement of case or written observations;2024-07-09;Porcellino Grasso;Agriculture Agriculture Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0116;RO;;;Statements;C
C-116/24;Statement of case or written observations;2024-07-09;Porcellino Grasso;Agriculture Agriculture Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0116;RO;;;Statements;C
C-116/24;Statement of case or written observations;2024-07-19;Porcellino Grasso;Agriculture Agriculture Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0116;RO;;;Statements;C
C-116/24;Judgment;2025-03-20;Porcellino Grasso;Agriculture Agriculture Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0116;RO;ECLI:EU:C:2025:198;;Judgments;C
C-116/24;Judgment (Summary);2025-03-20;Porcellino Grasso;Agriculture Agriculture Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0116;RO;ECLI:EU:C:2025:198;;Judgments;C
C-116/24;Judgment (OJ);2025-05-02;Porcellino Grasso;Agriculture Agriculture Law governing the institutions;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0116;RO;;;Judgments;C
C-119/25;Application (OJ);2025-04-11;Marabu Airlines;Consumer protection Consumer protection Approximation of laws Transport - Compensation and assistance to passengers;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025CO0119;;;;Applications;C
C-119/25;Order;2025-04-29;Marabu Airlines;Consumer protection Consumer protection Approximation of laws Transport - Compensation and assistance to passengers;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025CO0119;;ECLI:EU:C:2025:365;;Orders;C
C-119/25;Removal (OJ);2025-07-21;Marabu Airlines;Consumer protection Consumer protection Approximation of laws Transport - Compensation and assistance to passengers;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025CO0119;;;;Removals;C
C-120/24;Request for a preliminary ruling;2024-02-15;Unigames;Approximation of laws Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0120;LT;;;Requests;C
C-120/24;Application (OJ);2024-05-03;Unigames;Approximation of laws Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0120;LT;;;Applications;C
C-120/24;Statement of case or written observations;2024-06-03;Unigames;Approximation of laws Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0120;LT;;;Statements;C
C-120/24;Statement of case or written observations;2024-06-04;Unigames;Approximation of laws Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0120;LT;;;Statements;C
C-120/24;Statement of case or written observations;2024-06-04;Unigames;Approximation of laws Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0120;LT;;;Statements;C
C-120/24;Statement of case or written observations;2024-06-11;Unigames;Approximation of laws Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0120;LT;;;Statements;C
C-120/24;Judgment;2025-03-13;Unigames;Approximation of laws Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0120;LT;ECLI:EU:C:2025:174;;Judgments;C
C-120/24;Judgment (Summary);2025-03-13;Unigames;Approximation of laws Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0120;LT;ECLI:EU:C:2025:174;;Judgments;C
C-120/24;Judgment (OJ);2025-04-25;Unigames;Approximation of laws Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0120;LT;;;Judgments;C
C-121/23 P;Application (OJ);2023-03-24;Swissgrid v Commission;Energy Energy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0121;EN;;;Applications;C
C-121/23 P;Opinion;2024-07-11;Swissgrid v Commission;Energy Energy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CC0121;EN;ECLI:EU:C:2024:615;;Opinions;C
C-121/23 P;Judgment;2025-02-13;Swissgrid v Commission;Energy Energy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0121;EN;ECLI:EU:C:2025:83;;Judgments;C
C-121/23 P;Judgment (Summary);2025-02-13;Swissgrid v Commission;Energy Energy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0121;EN;ECLI:EU:C:2025:83;;Judgments;C
C-121/23 P;Judgment (OJ);2025-03-21;Swissgrid v Commission;Energy Energy;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0121;EN;;;Judgments;C
C-125/24;Request for a preliminary ruling;2024-02-15;Palmstråle;Taxation - Value added tax Taxation - Value added tax Approximation of laws Free movement of goods - Customs cooperation External action - Common commercial policy - Dumping;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0125;SV;;;Requests;C
C-125/24;Application (OJ);2024-04-05;Palmstråle;Taxation - Value added tax Taxation - Value added tax Approximation of laws Free movement of goods - Customs cooperation External action - Common commercial policy - Dumping;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0125;SV;;;Applications;C
C-125/24;Opinion;2025-03-06;Palmstråle;Taxation - Value added tax Taxation - Value added tax Approximation of laws Free movement of goods - Customs cooperation External action - Common commercial policy - Dumping;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CC0125;SV;ECLI:EU:C:2025:162;;Opinions;C
C-125/24;Judgment;2025-06-12;Palmstråle;Taxation - Value added tax Taxation - Value added tax Approximation of laws Free movement of goods - Customs cooperation External action - Common commercial policy - Dumping;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0125;SV;ECLI:EU:C:2025:431;;Judgments;C
C-125/24;Judgment (OJ);2025-08-04;Palmstråle;Taxation - Value added tax Taxation - Value added tax Approximation of laws Free movement of goods - Customs cooperation External action - Common commercial policy - Dumping;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0125;SV;;;Judgments;C
C-128/24;Application (OJ);2024-03-22;Commission v Greece (Plans issus de la planification de l’espace maritime);Environment Environment;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0128;;;;Applications;C
C-128/24;Judgment;2025-02-27;Commission v Greece (Plans issus de la planification de l’espace maritime);Environment Environment;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0128;;ECLI:EU:C:2025:121;;Judgments;C
C-128/24;Judgment (Information);2025-02-27;Commission v Greece (Plans issus de la planification de l’espace maritime);Environment Environment;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0128;;ECLI:EU:C:2025:121;;Judgments;C
C-128/24;Judgment (OJ);2025-04-04;Commission v Greece (Plans issus de la planification de l’espace maritime);Environment Environment;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0128;;;;Judgments;C
C-130/24;Request for a preliminary ruling;2024-02-16;Stadt Wuppertal;Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0130;DE;;;Requests;C
C-130/24;Application (OJ);2024-05-03;Stadt Wuppertal;Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0130;DE;;;Applications;C
C-130/24;Statement of case or written observations;2024-05-28;Stadt Wuppertal;Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0130;DE;;;Statements;C
C-130/24;Statement of case or written observations;2024-05-29;Stadt Wuppertal;Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0130;DE;;;Statements;C
C-130/24;Statement of case or written observations;2024-06-04;Stadt Wuppertal;Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0130;DE;;;Statements;C
C-130/24;Statement of case or written observations;2024-06-05;Stadt Wuppertal;Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0130;DE;;;Statements;C
C-130/24;Statement of case or written observations;2024-06-06;Stadt Wuppertal;Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0130;DE;;;Statements;C
C-130/24;Judgment;2025-05-08;Stadt Wuppertal;Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0130;DE;ECLI:EU:C:2025:340;;Judgments;C
C-130/24;Judgment (OJ);2025-06-13;Stadt Wuppertal;Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence Non-discrimination and citizenship of the Union - Citizenship of the Union - Right of entry and residence;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0130;DE;;;Judgments;C
C-134/25 P;Order;2025-06-10;Blue Underwriting Agency v EUIPO;Intellectual, industrial and commercial property - Trade marks Intellectual, industrial and commercial property - Trade marks;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025CO0134;;ECLI:EU:C:2025:447;;Orders;C
C-134/25 P;Application (OJ);2025-07-28;Blue Underwriting Agency v EUIPO;Intellectual, industrial and commercial property - Trade marks Intellectual, industrial and commercial property - Trade marks;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025CO0134;;;;Applications;C
C-135/24;Request for a preliminary ruling;2024-02-20;John Cockerill;Taxation Taxation Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0135;FR;;;Requests;C
C-135/24;Application (OJ);2024-05-17;John Cockerill;Taxation Taxation Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0135;FR;;;Applications;C
C-135/24;Statement of case or written observations;2024-05-24;John Cockerill;Taxation Taxation Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0135;FR;;;Statements;C
C-135/24;Statement of case or written observations;2024-06-06;John Cockerill;Taxation Taxation Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0135;FR;;;Statements;C
C-135/24;Statement of case or written observations;2024-06-06;John Cockerill;Taxation Taxation Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0135;FR;;;Statements;C
C-135/24;Judgment;2025-03-13;John Cockerill;Taxation Taxation Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0135;FR;ECLI:EU:C:2025:176;;Judgments;C
C-135/24;Judgment (OJ);2025-04-25;John Cockerill;Taxation Taxation Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CJ0135;FR;;;Judgments;C
C-135/25 PPU;Application (OJ);2025-04-11;Kachev;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025CJ0135;BG;;;Applications;C
C-135/25 PPU;Opinion;2025-04-30;Kachev;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025CC0135;BG;ECLI:EU:C:2025:306;;Opinions;C
C-135/25 PPU;Judgment;2025-05-20;Kachev;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025CJ0135;BG;ECLI:EU:C:2025:366;;Judgments;C
C-135/25 PPU;Judgment (OJ);2025-07-28;Kachev;area of freedom, security and justice - judicial cooperation in criminal matters area of freedom, security and justice - judicial cooperation in criminal matters;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025CJ0135;BG;;;Judgments;C
C-137/23;Request for a preliminary ruling;2023-03-07;Alsen;Taxation Taxation Energy Approximation of laws Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0137;NL;;;Requests;C
C-137/23;Application (OJ);2023-06-16;Alsen;Taxation Taxation Energy Approximation of laws Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0137;NL;;;Applications;C
C-137/23;Statement of case or written observations;2023-06-30;Alsen;Taxation Taxation Energy Approximation of laws Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0137;NL;;;Statements;C
C-137/23;Statement of case or written observations;2023-07-06;Alsen;Taxation Taxation Energy Approximation of laws Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0137;NL;;;Statements;C
C-137/23;Statement of case or written observations;2023-07-07;Alsen;Taxation Taxation Energy Approximation of laws Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0137;NL;;;Statements;C
C-137/23;Statement of case or written observations - Corrigendum;2023-09-21;Alsen;Taxation Taxation Energy Approximation of laws Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0137;NL;;;Statements;C
C-137/23;Opinion;2024-09-05;Alsen;Taxation Taxation Energy Approximation of laws Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CC0137;NL;ECLI:EU:C:2024:697;;Opinions;C
C-137/23;Abstract;2025-03-13;Alsen;Taxation Taxation Energy Approximation of laws Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0137;NL;ECLI:EU:C:2025:179;;Abstracts;C
C-137/23;Judgment;2025-03-13;Alsen;Taxation Taxation Energy Approximation of laws Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0137;NL;ECLI:EU:C:2025:179;;Judgments;C
C-137/23;Judgment (OJ);2025-04-25;Alsen;Taxation Taxation Energy Approximation of laws Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0137;NL;;;Judgments;C
C-139/24 P;Order;2025-07-03;UY v Commission;Public health Public health;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CO0139;;ECLI:EU:C:2025:535;;Orders;C
C-139/24 P;Application (OJ);2025-08-11;UY v Commission;Public health Public health;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CO0139;;;;Applications;C
C-141/24;Request for a preliminary ruling;2024-02-23;Direction régionale des finances publiques d’Île-de-France and de Paris;Free movement of capital Free movement of capital;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CO0141;;;;Requests;C
C-141/24;Application (OJ);2024-05-24;Direction régionale des finances publiques d’Île-de-France and de Paris;Free movement of capital Free movement of capital;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CO0141;;;;Applications;C
C-141/24;Order;2025-03-20;Direction régionale des finances publiques d’Île-de-France and de Paris;Free movement of capital Free movement of capital;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CO0141;;ECLI:EU:C:2025:208;;Orders;C
C-141/24;Order (OJ);2025-06-06;Direction régionale des finances publiques d’Île-de-France and de Paris;Free movement of capital Free movement of capital;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62024CO0141;;;;Orders;C
C-144/25;Order;2025-03-19;Compagnie Européenne de Garanties and Cautions;Consumer protection Consumer protection Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025CO0144;;ECLI:EU:C:2025:207;;Orders;C
C-144/25;Order (OJ);2025-04-25;Compagnie Européenne de Garanties and Cautions;Consumer protection Consumer protection Approximation of laws;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025CO0144;;;;Orders;C
C-145/25 P;Order;2025-06-25;Puma v EUIPO;Intellectual, industrial and commercial property - Trade marks Intellectual, industrial and commercial property - Trade marks;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025CO0145;EN;ECLI:EU:C:2025:496;;Orders;C
C-145/25 P;Application (OJ);2025-08-04;Puma v EUIPO;Intellectual, industrial and commercial property - Trade marks Intellectual, industrial and commercial property - Trade marks;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025CO0145;EN;;;Applications;C
C-146/23;Request for a preliminary ruling;2023-03-10;Sąd Rejonowy w Białymstoku;Law governing the institutions Law governing the institutions Fundamental rights - Charter of Fundamental Rights Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0146;LT;;;Requests;C
C-146/23;Application (OJ);2023-05-26;Sąd Rejonowy w Białymstoku;Law governing the institutions Law governing the institutions Fundamental rights - Charter of Fundamental Rights Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0146;LT;;;Applications;C
C-146/23;Statement of case or written observations;2023-06-29;Sąd Rejonowy w Białymstoku;Law governing the institutions Law governing the institutions Fundamental rights - Charter of Fundamental Rights Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0146;LT;;;Statements;C
C-146/23;Statement of case or written observations;2023-06-30;Sąd Rejonowy w Białymstoku;Law governing the institutions Law governing the institutions Fundamental rights - Charter of Fundamental Rights Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0146;LT;;;Statements;C
C-146/23;Statement of case or written observations;2023-07-10;Sąd Rejonowy w Białymstoku;Law governing the institutions Law governing the institutions Fundamental rights - Charter of Fundamental Rights Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0146;LT;;;Statements;C
C-146/23;Opinion;2024-06-13;Sąd Rejonowy w Białymstoku;Law governing the institutions Law governing the institutions Fundamental rights - Charter of Fundamental Rights Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CC0146;LT;ECLI:EU:C:2024:507;;Opinions;C
C-146/23;Judgment;2025-02-25;Sąd Rejonowy w Białymstoku;Law governing the institutions Law governing the institutions Fundamental rights - Charter of Fundamental Rights Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0146;LT;ECLI:EU:C:2025:109;;Judgments;C
C-146/23;Abstract;2025-02-25;Sąd Rejonowy w Białymstoku;Law governing the institutions Law governing the institutions Fundamental rights - Charter of Fundamental Rights Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0146;LT;ECLI:EU:C:2025:109;;Abstracts;C
C-146/23;Judgment (OJ);2025-03-28;Sąd Rejonowy w Białymstoku;Law governing the institutions Law governing the institutions Fundamental rights - Charter of Fundamental Rights Principles of Union law;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62023CJ0146;LT;;;Judgments;C
C-146/25 P;Order;2025-06-25;Puma v EUIPO;Intellectual, industrial and commercial property - Trade marks Intellectual, industrial and commercial property - Trade marks;https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:62025CO0146;EN;ECLI:EU:C:2025:497;;Orders;C
